,Qs,HeatStockTemperature,DHWStockTemperature,ElectricConsumption,SolarPVProduction
626,16.694,40.0,55.4,0.811,0.0
627,16.756,40.0,55.2,0.811,0.0
628,16.993,40.0,55.1,0.811,0.0
629,17.273,40.0,53.0,0.811,0.0
630,13.106,40.0,70.0,6.492,0.0
631,14.534,40.0,65.1,5.564,0.0
632,17.373,40.0,62.9,2.133,0.0
633,16.683,40.0,62.0,1.623,0.0
634,14.306,40.0,61.1,1.623,0.0
635,11.964,40.0,59.7,4.382,0.0
636,4.762,40.0,57.9,9.088,0.0
637,3.262,40.0,56.6,4.034,0.0
638,5.092,40.0,55.8,1.623,0.0
639,6.608,40.0,54.9,1.623,0.0
640,5.589,40.0,53.7,4.382,0.0
641,7.718,40.0,52.1,9.274,0.0
642,10.056,40.0,50.1,7.233,0.0
643,11.521,40.0,70.0,6.399,0.0
644,12.868,40.0,66.3,5.564,0.0
645,11.857,40.0,63.9,6.955,0.0
646,12.369,40.0,61.8,6.955,0.0
647,18.338,40.0,61.6,0.811,0.0
648,18.905,40.0,61.5,0.811,0.0
649,19.598,40.0,61.3,0.811,0.0
650,20.291,40.0,61.2,0.811,0.0
651,20.587,40.0,61.0,0.811,0.0
652,20.814,40.0,60.8,0.811,0.0
653,21.122,40.0,58.5,0.811,0.0
654,17.12,40.0,54.7,6.492,0.0
655,18.655,40.0,51.0,5.564,0.0
656,20.021,40.0,70.0,2.133,0.0
657,10.278,40.0,69.0,1.623,0.0
658,9.889,40.0,67.9,1.623,0.0
659,5.942,40.0,66.4,4.382,0.0
660,0.0,18.0,64.4,9.088,0.0
661,3.183,40.0,63.0,4.034,0.0
662,5.614,40.0,62.0,1.623,0.0
663,6.098,40.0,61.0,1.623,0.0
664,7.827,40.0,59.6,4.382,0.0
665,9.752,40.0,57.9,9.274,0.0
666,12.347,40.0,55.6,7.233,0.0
667,13.458,40.0,52.4,6.399,0.0
668,14.912,40.0,70.0,5.564,0.0
669,13.871,40.0,67.5,6.955,0.0
670,14.334,40.0,65.2,6.955,0.0
671,20.279,40.0,65.1,0.811,0.0
672,20.633,40.0,64.9,0.811,0.0
673,20.944,40.0,64.8,0.811,0.0
674,21.423,40.0,64.6,0.811,0.0
675,21.598,40.0,64.4,0.811,0.0
676,21.879,40.0,64.3,0.811,0.0
677,22.283,40.0,61.8,0.811,0.0
678,18.117,40.0,57.8,6.492,0.0
679,19.496,40.0,53.8,5.564,0.0
680,20.357,40.0,52.0,2.133,0.0
681,13.0,40.0,51.3,1.623,0.0
682,8.357,40.0,50.5,1.623,0.0
683,2.421,40.0,70.0,4.382,0.0
684,0.0,18.0,67.9,9.088,0.0
685,0.0,18.0,66.3,4.034,0.0
686,1.764,40.0,65.3,1.623,0.0
687,4.117,40.0,64.3,1.623,0.0
688,5.05,40.0,62.8,4.382,0.0
689,8.115,40.0,60.9,9.274,0.0
690,10.259,40.0,58.6,7.233,0.0
691,11.247,40.0,55.2,6.399,0.0
692,12.279,40.0,52.3,5.564,0.0
693,10.908,40.0,50.5,6.955,0.0
694,10.947,40.0,70.0,6.955,0.0
695,16.42,40.0,69.8,0.811,0.0
696,16.455,40.0,69.6,0.811,0.0
697,16.812,40.0,69.5,0.811,0.0
698,17.227,40.0,69.3,0.811,0.0
699,17.259,40.0,69.1,0.811,0.0
700,17.499,40.0,68.9,0.811,0.0
701,17.714,40.0,66.2,0.811,0.0
702,13.379,40.0,61.9,6.492,0.0
703,14.801,40.0,57.6,5.564,0.0
704,17.176,40.0,55.7,2.133,0.0
705,13.428,40.0,54.9,1.623,0.0
706,10.841,40.0,54.1,1.623,0.0
707,6.051,40.0,52.9,4.382,0.0
708,0.789,40.0,51.4,9.088,0.0
709,5.753,40.0,50.2,4.034,0.0
710,8.003,40.0,70.0,1.623,0.0
711,10.741,40.0,68.9,1.623,0.0
712,12.615,40.0,67.3,4.382,0.0
713,9.111,40.0,65.3,9.274,0.0
714,11.084,40.0,62.7,7.233,0.0
715,11.834,40.0,59.1,6.399,0.0
716,12.902,40.0,55.9,5.564,0.0
717,11.145,40.0,54.0,6.955,0.0
718,11.258,40.0,52.2,6.955,0.0
719,16.899,40.0,52.1,0.811,0.0
720,16.288,40.0,52.0,0.811,0.0
721,16.234,40.0,51.8,0.811,0.0
722,16.239,40.0,51.7,0.811,0.0
723,16.228,40.0,51.6,0.811,0.0
724,16.121,40.0,51.5,0.811,0.0
725,16.052,40.0,70.0,0.811,0.0
726,11.6,40.0,65.4,6.492,0.0
727,12.844,40.0,60.8,5.564,0.0
728,14.303,40.0,58.8,2.133,0.0
729,7.03,40.0,58.0,1.623,0.0
730,0.326,40.0,57.1,1.623,0.0
731,0.0,18.0,55.9,4.382,0.0
732,0.0,18.0,54.2,9.088,0.0
733,0.0,18.0,53.0,4.034,0.0
734,0.0,18.0,52.2,1.623,0.0
735,1.065,40.0,51.4,1.623,0.0
736,3.884,40.0,50.3,4.382,0.0
737,3.514,40.0,70.0,9.274,0.0
738,6.077,40.0,67.2,7.233,0.0
739,7.589,40.0,63.3,6.399,0.0
740,8.583,40.0,59.9,5.564,0.0
741,7.533,40.0,57.8,6.955,0.0
742,8.12,40.0,55.9,6.955,0.0
743,13.866,40.0,55.8,0.811,0.0
744,14.617,40.0,55.6,0.811,0.0
745,16.198,40.0,55.5,0.811,0.0
746,16.872,40.0,55.4,0.811,0.0
747,17.507,40.0,55.2,0.811,0.0
748,18.111,40.0,55.1,0.811,0.0
749,18.291,40.0,53.0,0.811,0.0
750,14.438,40.0,70.0,6.492,0.0
751,16.138,40.0,65.1,5.564,0.0
752,16.721,40.0,62.9,2.133,0.0
753,9.322,40.0,62.0,1.623,0.0
754,5.426,40.0,61.1,1.623,0.0
755,1.06,40.0,59.7,4.382,0.0
756,0.0,18.0,57.9,9.088,0.0
757,0.0,18.0,56.6,4.034,0.0
758,1.716,40.0,55.8,1.623,0.0
759,4.899,40.0,54.9,1.623,0.0
760,4.805,40.0,53.7,4.382,0.0
761,6.481,40.0,52.1,9.274,0.0
762,9.017,40.0,50.1,7.233,0.0
763,10.47,40.0,70.0,6.399,0.0
764,11.842,40.0,66.3,5.564,0.0
765,10.782,40.0,63.9,6.955,0.0
766,11.565,40.0,61.8,6.955,0.0
767,17.462,40.0,61.6,0.811,0.0
768,17.966,40.0,61.5,0.811,0.0
769,18.498,40.0,61.3,0.811,0.0
770,18.825,40.0,61.2,0.811,0.0
771,19.003,40.0,61.0,0.811,0.0
772,19.296,40.0,60.8,0.811,0.0
773,19.428,40.0,58.5,0.811,0.0
774,15.218,40.0,54.7,6.492,0.0
775,16.317,40.0,51.0,5.564,0.0
776,15.618,40.0,70.0,2.133,0.0
777,10.869,40.0,69.0,1.623,0.0
778,5.805,40.0,67.9,1.623,0.0
779,2.584,40.0,66.4,4.382,0.0
780,0.0,18.0,64.4,9.088,0.0
781,0.0,18.0,63.0,4.034,0.0
782,1.373,40.0,62.0,1.623,0.0
783,4.052,40.0,61.0,1.623,0.0
784,2.903,40.0,59.6,4.382,0.0
785,5.755,40.0,57.9,9.274,0.0
786,8.406,40.0,55.6,7.233,0.0
787,9.517,40.0,52.4,6.399,0.0
788,10.821,40.0,70.0,5.564,0.0
789,9.69,40.0,67.5,6.955,0.0
790,10.218,40.0,65.2,6.955,0.0
791,15.888,40.0,65.1,0.811,0.0
792,16.463,40.0,64.9,0.811,0.0
793,16.883,40.0,64.8,0.811,0.0
794,17.31,40.0,64.6,0.811,0.0
795,17.5,40.0,64.4,0.811,0.0
796,17.778,40.0,64.3,0.811,0.0
797,18.113,40.0,61.8,0.811,0.0
798,13.804,40.0,57.8,6.492,0.0
799,15.078,40.0,53.8,5.564,0.0
800,15.391,40.0,52.0,2.133,0.0
801,9.289,40.0,51.3,1.623,0.0
802,4.448,40.0,50.5,1.623,0.0
803,3.145,40.0,70.0,4.382,0.0
804,0.0,18.0,67.9,9.088,0.0
805,2.27,40.0,66.3,4.034,0.0
806,4.1,40.0,65.3,1.623,0.0
807,5.534,40.0,64.3,1.623,0.0
808,8.393,40.0,62.8,4.382,0.0
809,8.008,40.0,60.9,9.274,0.0
810,10.612,40.0,58.6,7.233,0.0
811,12.095,40.0,55.2,6.399,0.0
812,13.53,40.0,52.3,5.564,0.0
813,12.499,40.0,50.5,6.955,0.0
814,13.148,40.0,70.0,6.955,0.0
815,19.287,40.0,69.8,0.811,0.0
816,19.669,40.0,69.6,0.811,0.0
817,20.855,40.0,69.5,0.811,0.0
818,21.278,40.0,69.3,0.811,0.0
819,21.549,40.0,69.1,0.811,0.0
820,21.88,40.0,68.9,0.811,0.0
821,22.223,40.0,66.2,0.811,0.0
822,18.245,40.0,61.9,6.492,0.0
823,19.5,40.0,57.6,5.564,0.0
824,21.019,40.0,55.7,2.133,0.0
825,10.877,40.0,54.9,1.623,0.0
826,9.534,40.0,54.1,1.623,0.0
827,9.152,40.0,52.9,4.382,0.0
828,4.582,40.0,51.4,9.088,0.0
829,8.918,40.0,50.2,4.034,0.0
830,10.366,40.0,70.0,1.623,0.0
831,17.283,40.0,68.9,1.623,0.0
832,15.54,40.0,67.3,4.382,0.0
833,13.889,40.0,65.3,9.274,0.0
834,16.162,40.0,62.7,7.233,0.0
835,17.066,40.0,59.1,6.399,0.0
836,18.013,40.0,55.9,5.564,0.0
837,16.479,40.0,54.0,6.955,0.0
838,16.656,40.0,52.2,6.955,0.0
839,22.055,40.0,52.1,0.811,0.0
840,22.206,40.0,52.0,0.811,0.0
841,21.897,40.0,51.8,0.811,0.0
842,21.578,40.0,51.7,0.811,0.0
843,21.337,40.0,51.6,0.811,0.0
844,21.3,40.0,51.5,0.811,0.0
845,21.217,40.0,70.0,0.811,0.0
846,16.732,40.0,65.4,6.492,0.0
847,17.965,40.0,60.8,5.564,0.0
848,20.13,40.0,58.8,2.133,0.0
849,17.506,40.0,58.0,1.623,0.0
850,17.546,40.0,57.1,1.623,0.0
851,14.435,40.0,55.9,4.382,0.0
852,8.797,40.0,54.2,9.088,0.0
853,5.611,40.0,53.0,4.034,0.0
854,8.423,40.0,52.2,1.623,0.0
855,8.406,40.0,51.4,1.623,0.0
856,7.711,40.0,50.3,4.382,0.0
857,9.27,40.0,70.0,9.274,0.0
858,11.675,40.0,67.2,7.233,0.0
859,12.707,40.0,63.3,6.399,0.0
860,13.766,40.0,59.9,5.564,0.0
861,12.515,40.0,57.8,6.955,0.0
862,12.683,40.0,55.9,6.955,0.0
863,18.389,40.0,55.8,0.811,0.0
864,19.08,40.0,55.6,0.811,0.0
865,19.795,40.0,55.5,0.811,0.0
866,20.491,40.0,55.4,0.811,0.0
867,21.037,40.0,55.2,0.811,0.0
868,21.418,40.0,55.1,0.811,0.0
869,21.847,40.0,53.0,0.811,0.0
870,17.679,40.0,70.0,6.492,0.0
871,19.068,40.0,65.1,5.564,0.0
872,21.944,40.0,62.9,2.133,0.0
873,12.168,40.0,62.0,1.623,0.0
874,10.079,40.0,61.1,1.623,0.0
875,7.849,40.0,59.7,4.382,0.0
876,2.042,40.0,57.9,9.088,0.0
877,7.434,40.0,56.6,4.034,0.0
878,8.874,40.0,55.8,1.623,0.0
879,10.684,40.0,54.9,1.623,0.0
880,12.023,40.0,53.7,4.382,0.0
881,12.703,40.0,52.1,9.274,0.0
882,15.072,40.0,50.1,7.233,0.0
883,15.846,40.0,70.0,6.399,0.0
884,16.74,40.0,66.3,5.564,0.0
885,15.412,40.0,63.9,6.955,0.0
886,15.708,40.0,61.8,6.955,0.0
887,21.058,40.0,61.6,0.811,0.0
888,20.879,40.0,61.5,0.811,0.0
889,20.801,40.0,61.3,0.811,0.0
890,20.915,40.0,61.2,0.811,0.0
891,21.415,40.0,61.0,0.811,0.0
892,20.45,40.0,60.8,0.811,0.0
893,20.176,40.0,58.5,0.811,0.0
894,15.497,40.0,54.7,6.492,0.0
895,16.712,40.0,51.0,5.564,0.0
896,19.452,40.0,70.0,2.133,0.0
897,18.722,40.0,69.0,1.623,0.0
898,17.302,40.0,67.9,1.623,0.0
899,13.918,40.0,66.4,4.382,0.0
900,6.154,40.0,64.4,9.088,0.0
901,6.886,40.0,63.0,4.034,0.0
902,8.004,40.0,62.0,1.623,0.0
903,6.278,40.0,61.0,1.623,0.0
904,4.987,40.0,59.6,4.382,0.0
905,8.473,40.0,57.9,9.274,0.0
906,11.009,40.0,55.6,7.233,0.0
907,12.119,40.0,52.4,6.399,0.0
908,13.381,40.0,70.0,5.564,0.0
909,12.084,40.0,67.5,6.955,0.0
910,12.645,40.0,65.2,6.955,0.0
911,18.259,40.0,65.1,0.811,0.0
912,19.379,40.0,64.9,0.811,0.0
913,20.583,40.0,64.8,0.811,0.0
914,21.677,40.0,64.6,0.811,0.0
915,22.322,40.0,64.4,0.811,0.0
916,22.975,40.0,64.3,0.811,0.0
917,23.369,40.0,61.8,0.811,0.0
918,19.602,40.0,57.8,6.492,0.0
919,20.83,40.0,53.8,5.564,0.0
920,20.241,40.0,52.0,2.133,0.0
921,15.018,40.0,51.3,1.623,0.0
922,10.223,40.0,50.5,1.623,0.0
923,9.802,40.0,70.0,4.382,0.0
924,4.558,40.0,67.9,9.088,0.0
925,5.463,40.0,66.3,4.034,0.0
926,8.5,40.0,65.3,1.623,0.0
927,10.256,40.0,64.3,1.623,0.0
928,10.696,40.0,62.8,4.382,0.0
929,10.758,40.0,60.9,9.274,0.0
930,15.253,40.0,58.6,7.233,0.0
931,16.86,40.0,55.2,6.399,0.0
932,18.362,40.0,52.3,5.564,0.0
933,17.467,40.0,50.5,6.955,0.0
934,18.299,40.0,70.0,6.955,0.0
935,24.384,40.0,69.8,0.811,0.0
936,25.047,40.0,69.6,0.811,0.0
937,25.613,40.0,69.5,0.811,0.0
938,25.976,40.0,69.3,0.811,0.0
939,26.213,40.0,69.1,0.811,0.0
940,26.453,40.0,68.9,0.811,0.0
941,26.751,40.0,66.2,0.811,0.0
942,22.53,40.0,61.9,6.492,0.0
943,23.529,40.0,57.6,5.564,0.0
944,22.029,40.0,55.7,2.133,0.0
945,17.242,40.0,54.9,1.623,0.0
946,13.553,40.0,54.1,1.623,0.0
947,10.844,40.0,52.9,4.382,0.0
948,1.758,40.0,51.4,9.088,0.0
949,5.994,40.0,50.2,4.034,0.0
950,9.878,40.0,70.0,1.623,0.0
951,10.922,40.0,68.9,1.623,0.0
952,11.063,40.0,67.3,4.382,0.0
953,12.027,40.0,65.3,9.274,0.0
954,15.505,40.0,62.7,7.233,0.0
955,16.731,40.0,59.1,6.399,0.0
956,17.839,40.0,55.9,5.564,0.0
957,16.801,40.0,54.0,6.955,0.0
958,17.221,40.0,52.2,6.955,0.0
959,23.041,40.0,52.1,0.811,0.0
960,23.475,40.0,52.0,0.811,0.0
961,24.005,40.0,51.8,0.811,0.0
962,24.553,40.0,51.7,0.811,0.0
963,24.707,40.0,51.6,0.811,0.0
964,24.848,40.0,51.5,0.811,0.0
965,25.154,40.0,70.0,0.811,0.0
966,20.948,40.0,65.4,6.492,0.0
967,22.008,40.0,60.8,5.564,0.0
968,20.626,40.0,58.8,2.133,0.0
969,15.109,40.0,58.0,1.623,0.0
970,11.11,40.0,57.1,1.623,0.0
971,6.085,40.0,55.9,4.382,0.0
972,0.0,18.0,54.2,9.088,0.0
973,2.359,40.0,53.0,4.034,0.0
974,7.364,40.0,52.2,1.623,0.0
975,7.92,40.0,51.4,1.623,0.0
976,8.521,40.0,50.3,4.382,0.0
977,9.694,40.0,70.0,9.274,0.0
978,12.791,40.0,67.2,7.233,0.0
979,14.243,40.0,63.3,6.399,0.0
980,15.545,40.0,59.9,5.564,0.0
981,14.43,40.0,57.8,6.955,0.0
982,14.572,40.0,55.9,6.955,0.0
983,20.608,40.0,55.8,0.811,0.0
984,21.425,40.0,55.6,0.811,0.0
985,21.972,40.0,55.5,0.811,0.0
986,22.762,40.0,55.4,0.811,0.0
987,22.957,40.0,55.2,0.811,0.0
988,23.245,40.0,55.1,0.811,0.0
989,23.436,40.0,53.0,0.811,0.0
990,19.378,40.0,70.0,6.492,0.0
991,20.428,40.0,65.1,5.564,0.0
992,18.61,40.0,62.9,2.133,0.0
993,13.32,40.0,62.0,1.623,0.0
994,9.656,40.0,61.1,1.623,0.0
995,6.731,40.0,59.7,4.382,0.0
996,0.0,18.0,57.9,9.088,0.0
997,1.413,40.0,56.6,4.034,0.0
998,6.081,40.0,55.8,1.623,0.0
999,6.725,40.0,54.9,1.623,0.0
1000,7.119,40.0,53.7,4.382,0.0
1001,8.215,40.0,52.1,9.274,0.0
1002,11.464,40.0,50.1,7.233,0.0
1003,12.754,40.0,70.0,6.399,0.0
1004,14.008,40.0,66.3,5.564,0.0
1005,13.075,40.0,63.9,6.955,0.0
1006,13.916,40.0,61.8,6.955,0.0
1007,19.58,40.0,61.6,0.811,0.0
1008,20.209,40.0,61.5,0.811,0.0
1009,20.922,40.0,61.3,0.811,0.0
1010,21.629,40.0,61.2,0.811,0.0
1011,22.049,40.0,61.0,0.811,0.0
1012,22.306,40.0,60.8,0.811,0.0
1013,22.581,40.0,58.5,0.811,0.0
1014,18.362,40.0,54.7,6.492,0.0
1015,19.495,40.0,51.0,5.564,0.0
1016,17.029,40.0,70.0,2.133,0.0
1017,11.52,40.0,69.0,1.623,0.0
1018,12.614,40.0,67.9,1.623,0.0
1019,7.631,40.0,66.4,4.382,0.0
1020,0.0,18.0,64.4,9.088,0.0
1021,3.084,40.0,63.0,4.034,0.0
1022,8.557,40.0,62.0,1.623,0.0
1023,6.466,40.0,61.0,1.623,0.0
1024,13.957,40.0,59.6,4.382,0.0
1025,10.739,40.0,57.9,9.274,0.0
1026,13.363,40.0,55.6,7.233,0.0
1027,14.145,40.0,52.4,6.399,0.0
1028,14.91,40.0,70.0,5.564,0.0
1029,13.169,40.0,67.5,6.955,0.0
1030,13.371,40.0,65.2,6.955,0.0
1031,18.636,40.0,65.1,0.811,0.0
1032,18.92,40.0,64.9,0.811,0.0
1033,18.585,40.0,64.8,0.811,0.0
1034,18.391,40.0,64.6,0.811,0.0
1035,18.165,40.0,64.4,0.811,0.0
1036,18.052,40.0,64.3,0.811,0.0
1037,17.928,40.0,61.8,0.811,0.0
1038,13.554,40.0,57.8,6.492,0.0
1039,14.621,40.0,53.8,5.564,0.0
1040,15.322,40.0,52.0,2.133,0.0
1041,11.756,40.0,51.3,1.623,0.0
1042,9.274,40.0,50.5,1.623,0.0
1043,3.731,40.0,70.0,4.382,0.0
1044,0.0,18.0,67.9,9.088,0.0
1045,1.967,40.0,66.3,4.034,0.0
1046,6.657,40.0,65.3,1.623,0.0
1047,8.079,40.0,64.3,1.623,0.0
1048,8.709,40.0,62.8,4.382,0.0
1049,9.288,40.0,60.9,9.274,0.0
1050,10.917,40.0,58.6,7.233,0.0
1051,11.376,40.0,55.2,6.399,0.0
1052,12.364,40.0,52.3,5.564,0.0
1053,11.457,40.0,50.5,6.955,0.0
1054,11.203,40.0,70.0,6.955,0.0
1055,16.822,40.0,69.8,0.811,0.0
1056,18.39,40.0,69.6,0.811,0.0
1057,20.3,40.0,69.5,0.811,0.0
1058,22.294,40.0,69.3,0.811,0.0
1059,23.354,40.0,69.1,0.811,0.0
1060,24.579,40.0,68.9,0.811,0.0
1061,25.396,40.0,66.2,0.811,0.0
1062,21.87,40.0,61.9,6.492,0.0
1063,23.371,40.0,57.6,5.564,0.0
1064,21.915,40.0,55.7,2.133,0.0
1065,18.189,40.0,54.9,1.623,0.0
1066,17.48,40.0,54.1,1.623,0.0
1067,12.348,40.0,52.9,4.382,0.0
1068,5.763,40.0,51.4,9.088,0.0
1069,11.064,40.0,50.2,4.034,0.0
1070,14.975,40.0,70.0,1.623,0.0
1071,17.323,40.0,68.9,1.623,0.0
1072,16.653,40.0,67.3,4.382,0.0
1073,17.301,40.0,65.3,9.274,0.0
1074,21.807,40.0,62.7,7.233,0.0
1075,23.329,40.0,59.1,6.399,0.0
1076,24.728,40.0,55.9,5.564,0.0
1077,22.799,40.0,54.0,6.955,0.0
1078,22.867,40.0,52.2,6.955,0.0
1079,28.161,40.0,52.1,0.811,0.0
1080,28.03,40.0,52.0,0.811,0.0
1081,28.113,40.0,51.8,0.811,0.0
1082,28.296,40.0,51.7,0.811,0.0
1083,28.346,40.0,51.6,0.811,0.0
1084,28.771,40.0,51.5,0.811,0.0
1085,28.859,40.0,70.0,0.811,0.0
1086,24.457,40.0,65.4,6.492,0.0
1087,25.597,40.0,60.8,5.564,0.0
1088,23.427,40.0,58.8,2.133,0.0
1089,16.558,40.0,58.0,1.623,0.0
1090,12.702,40.0,57.1,1.623,0.0
1091,9.339,40.0,55.9,4.382,0.0
1092,2.094,40.0,54.2,9.088,0.0
1093,5.9,40.0,53.0,4.034,0.0
1094,11.514,40.0,52.2,1.623,0.0
1095,10.489,40.0,51.4,1.623,0.0
1096,8.944,40.0,50.3,4.382,0.0
1097,13.575,40.0,70.0,9.274,0.0
1098,16.671,40.0,67.2,7.233,0.0
1099,17.598,40.0,63.3,6.399,0.0
1100,18.583,40.0,59.9,5.564,0.0
1101,17.417,40.0,57.8,6.955,0.0
1102,17.741,40.0,55.9,6.955,0.0
1103,23.289,40.0,55.8,0.811,0.0
1104,23.467,40.0,55.6,0.811,0.0
1105,23.514,40.0,55.5,0.811,0.0
1106,23.695,40.0,55.4,0.811,0.0
1107,23.817,40.0,55.2,0.811,0.0
1108,24.035,40.0,55.1,0.811,0.0
1109,24.096,40.0,53.0,0.811,0.0
1110,19.728,40.0,70.0,6.492,0.0
1111,20.857,40.0,65.1,5.564,0.0
1112,18.181,40.0,62.9,2.133,0.0
1113,11.051,40.0,62.0,1.623,0.0
1114,7.083,40.0,61.1,1.623,0.0
1115,1.579,40.0,59.7,4.382,0.0
1116,0.0,18.0,57.9,9.088,0.0
1117,0.0,18.0,56.6,4.034,0.0
1118,0.921,40.0,55.8,1.623,0.0
1119,2.783,40.0,54.9,1.623,0.0
1120,3.504,40.0,53.7,4.382,0.0
1121,4.922,40.0,52.1,9.274,0.0
1122,8.513,40.0,50.1,7.233,0.0
1123,9.786,40.0,70.0,6.399,0.0
1124,11.157,40.0,66.3,5.564,0.0
1125,9.905,40.0,63.9,6.955,0.0
1126,10.225,40.0,61.8,6.955,0.0
1127,16.136,40.0,61.6,0.811,0.0
1128,16.709,40.0,61.5,0.811,0.0
1129,17.563,40.0,61.3,0.811,0.0
1130,18.038,40.0,61.2,0.811,0.0
1131,18.33,40.0,61.0,0.811,0.0
1132,18.896,40.0,60.8,0.811,0.0
1133,18.99,40.0,58.5,0.811,0.0
1134,14.9,40.0,54.7,6.492,0.0
1135,16.044,40.0,51.0,5.564,0.0
1136,10.949,40.0,70.0,2.133,0.0
1137,7.88,40.0,69.0,1.623,0.0
1138,6.808,40.0,67.9,1.623,0.0
1139,0.282,40.0,66.4,4.382,0.0
1140,0.0,18.0,64.4,9.088,0.0
1141,0.0,18.0,63.0,4.034,0.0
1142,1.003,40.0,62.0,1.623,0.0
1143,0.897,40.0,61.0,1.623,0.0
1144,0.752,40.0,59.6,4.382,0.0
1145,5.151,40.0,57.9,9.274,0.0
1146,8.579,40.0,55.6,7.233,0.0
1147,10.069,40.0,52.4,6.399,0.0
1148,11.63,40.0,70.0,5.564,0.0
1149,11.004,40.0,67.5,6.955,0.0
1150,11.925,40.0,65.2,6.955,0.0
1151,18.121,40.0,65.1,0.811,0.0
1152,19.078,40.0,64.9,0.811,0.0
1153,20.142,40.0,64.8,0.811,0.0
1154,21.162,40.0,64.6,0.811,0.0
1155,21.751,40.0,64.4,0.811,0.0
1156,22.273,40.0,64.3,0.811,0.0
1157,22.612,40.0,61.8,0.811,0.0
1158,18.601,40.0,57.8,6.492,0.0
1159,19.916,40.0,53.8,5.564,0.0
1160,17.372,40.0,52.0,2.133,0.0
1161,10.496,40.0,51.3,1.623,0.0
1162,7.208,40.0,50.5,1.623,0.0
1163,1.755,40.0,70.0,4.382,0.0
1164,0.0,18.0,67.9,9.088,0.0
1165,0.0,18.0,66.3,4.034,0.0
1166,1.744,40.0,65.3,1.623,0.0
1167,4.254,40.0,64.3,1.623,0.0
1168,4.404,40.0,62.8,4.382,0.0
1169,5.941,40.0,60.9,9.274,0.0
1170,10.162,40.0,58.6,7.233,0.0
1171,11.658,40.0,55.2,6.399,0.0
1172,13.129,40.0,52.3,5.564,0.0
1173,12.504,40.0,50.5,6.955,0.0
1174,13.267,40.0,70.0,6.955,0.0
1175,19.219,40.0,69.8,0.811,0.0
1176,19.713,40.0,69.6,0.811,0.0
1177,20.364,40.0,69.5,0.811,0.0
1178,20.876,40.0,69.3,0.811,0.0
1179,21.027,40.0,69.1,0.811,0.0
1180,21.383,40.0,68.9,0.811,0.0
1181,21.449,40.0,66.2,0.811,0.0
1182,17.23,40.0,61.9,6.492,0.0
1183,18.232,40.0,57.6,5.564,0.0
1184,15.002,40.0,55.7,2.133,0.0
1185,8.903,40.0,54.9,1.623,0.0
1186,5.699,40.0,54.1,1.623,0.0
1187,0.017,40.0,52.9,4.382,0.0
1188,0.0,18.0,51.4,9.088,0.0
1189,0.0,18.0,50.2,4.034,0.0
1190,0.0,18.0,70.0,1.623,0.0
1191,1.483,40.0,68.9,1.623,0.0
1192,1.796,40.0,67.3,4.382,0.0
1193,3.89,40.0,65.3,9.274,0.0
1194,8.133,40.0,62.7,7.233,0.0
1195,9.435,40.0,59.1,6.399,0.0
1196,10.819,40.0,55.9,5.564,0.0
1197,10.208,40.0,54.0,6.955,0.0
1198,10.871,40.0,52.2,6.955,0.0
1199,16.928,40.0,52.1,0.811,0.0
1200,17.63,40.0,52.0,0.811,0.0
1201,18.396,40.0,51.8,0.811,0.0
1202,19.1,40.0,51.7,0.811,0.0
1203,19.517,40.0,51.6,0.811,0.0
1204,20.095,40.0,51.5,0.811,0.0
1205,20.292,40.0,70.0,0.811,0.0
1206,16.151,40.0,65.4,6.492,0.0
1207,17.122,40.0,60.8,5.564,0.0
1208,14.58,40.0,58.8,2.133,0.0
1209,6.762,40.0,58.0,1.623,0.0
1210,3.661,40.0,57.1,1.623,0.0
1211,0.0,18.0,55.9,4.382,0.0
1212,0.0,18.0,54.2,9.088,0.0
1213,0.0,18.0,53.0,4.034,0.0
1214,0.0,18.0,52.2,1.623,0.0
1215,0.0,18.0,51.4,1.623,0.0
1216,0.0,18.0,50.3,4.382,0.0
1217,1.742,40.0,70.0,9.274,0.0
1218,5.992,40.0,67.2,7.233,0.0
1219,7.406,40.0,63.3,6.399,0.0
1220,9.113,40.0,59.9,5.564,0.0
1221,8.332,40.0,57.8,6.955,0.0
1222,9.026,40.0,55.9,6.955,0.0
1223,14.927,40.0,55.8,0.811,0.0
1224,15.458,40.0,55.6,0.811,0.0
1225,15.961,40.0,55.5,0.811,0.0
1226,16.342,40.0,55.4,0.811,0.0
1227,16.661,40.0,55.2,0.811,0.0
1228,16.852,40.0,55.1,0.811,0.0
1229,17.031,40.0,53.0,0.811,0.0
1230,13.02,40.0,70.0,6.492,0.0
1231,13.772,40.0,65.1,5.564,0.0
1232,10.53,40.0,62.9,2.133,0.0
1233,4.159,40.0,62.0,1.623,0.0
1234,1.388,40.0,61.1,1.623,0.0
1235,0.0,18.0,59.7,4.382,0.0
1236,0.0,18.0,57.9,9.088,0.0
1237,0.0,18.0,56.6,4.034,0.0
1238,0.0,18.0,55.8,1.623,0.0
1239,0.0,18.0,54.9,1.623,0.0
1240,0.0,18.0,53.7,4.382,0.0
1241,0.0,18.0,52.1,9.274,0.0
1242,3.162,40.0,50.1,7.233,0.0
1243,5.341,40.0,70.0,6.399,0.0
1244,6.613,40.0,66.3,5.564,0.0
1245,5.605,40.0,63.9,6.955,0.0
1246,6.014,40.0,61.8,6.955,0.0
1247,11.847,40.0,61.6,0.811,0.0
1248,12.338,40.0,61.5,0.811,0.0
